date,Open,High,Low,Close,Volume,symbol
2020-12-16,57.70897890941596,58.940203022300004,57.69032356732467,58.557777404785156,16119900,ORCL
2020-12-17,58.75364228179315,59.74235382084745,58.51112645233558,59.33194351196289,15320500,ORCL
2020-12-18,59.21068173895496,60.93626298548096,59.16404517729568,60.684417724609375,33728700,ORCL
2020-12-21,59.59311663454324,60.805688777738744,59.58379074399746,60.14344024658203,18210200,ORCL
2020-12-22,60.21805936946626,61.561215438053125,60.096804991829615,60.76838302612305,17136000,ORCL
2020-12-23,60.87099162195834,61.74776781646728,60.76838901681066,60.908302307128906,13075200,ORCL
2020-12-24,60.67510299406301,61.17877934633223,60.42325770164435,60.59115219116211,3796500,ORCL
2020-12-28,61.01088941053243,61.272057024082976,60.39527393606292,60.507205963134766,6463500,ORCL
2020-12-29,60.861652465214114,60.88030424668199,59.90092560321931,60.12478256225586,7770200,ORCL
2020-12-30,60.44192831135931,60.54453091463024,60.02218844808218,60.06882858276367,6192000,ORCL
2020-12-31,60.01285065695202,60.41393156409781,59.70505000620457,60.339317321777344,6928600,ORCL
2021-01-04,60.33931905625424,60.3486413891345,58.92154166714434,59.4625358581543,11249900,ORCL
2021-01-05,59.39724406162343,59.49984665378216,58.27794855520278,58.72566604614258,11005700,ORCL
2021-01-06,58.304322797661676,59.31554092041161,57.96724889949253,58.5852165222168,8685400,ORCL
2021-01-07,58.84738484136253,59.68070802907499,58.84738484136253,59.053375244140625,7382800,ORCL
2021-01-08,59.15637948205052,59.49345343926578,58.903574014139075,59.34364318847656,7751700,ORCL
2021-01-11,58.94102302721413,59.521537258797466,58.83802781785496,59.015926361083984,6284700,ORCL
2021-01-12,58.9878351366263,59.00656186210599,58.22005725074733,58.44477081298828,7758200,ORCL
2021-01-13,58.35114446578987,58.60394991819596,58.02343567846229,58.107704162597656,8298000,ORCL
2021-01-14,58.117059609962105,58.2106896616775,57.592722033786345,57.6769905090332,10258600,ORCL
2021-01-15,57.67699830504599,58.05152570604626,57.311836053537625,57.84553527832031,7532600,ORCL
2021-01-19,58.145158293770514,58.32306042425725,57.208843322394124,57.38674545288086,8903400,ORCL
2021-01-20,57.46163952418706,58.079607162741304,57.255652692507375,57.63954162597656,7025000,ORCL
2021-01-21,57.72381325736842,57.91107337426443,57.0403002580184,57.311832427978516,6943600,ORCL
2021-01-22,57.0590291111611,57.25565795604449,55.935454080868176,56.515968322753906,9896700,ORCL
2021-01-25,56.534695558104126,57.068394773822035,55.96354288857073,57.02157974243164,8524700,ORCL
2021-01-26,57.17138681414275,58.08897495116798,56.96539640134358,57.8642578125,8186500,ORCL
2021-01-27,57.48972654911592,59.15636564580075,57.461634678079726,58.56648635864258,14789000,ORCL
2021-01-28,58.56649443010346,59.21255397661475,57.274378908838656,57.321197509765625,11166400,ORCL
2021-01-29,57.26501807210388,57.58336527503128,56.375518219357524,56.58150863647461,11451800,ORCL
2021-02-01,57.040286617389086,58.060869726144084,56.87175326683734,57.59271240234375,10553500,ORCL
2021-02-02,57.93916456669289,58.91292930705786,57.86425766341064,58.39795684814453,10528000,ORCL
2021-02-03,58.220058508195955,58.753757694742234,58.032794821112155,58.210693359375,9933500,ORCL
2021-02-04,58.50095873624308,59.35300521373154,58.28560672234579,59.3155517578125,9928700,ORCL
2021-02-05,59.455991528013016,59.9896906937837,59.25000112306376,59.54962158203125,9170200,ORCL
2021-02-08,59.72752615112461,59.802429483080246,58.83802631419573,59.0908317565918,7003400,ORCL
2021-02-09,59.062743369261476,59.78370267180599,58.90356798497663,59.61516571044922,5437400,ORCL
2021-02-10,59.77434174041632,59.83052191872802,58.922295347356695,59.24064254760742,9577500,ORCL
2021-02-11,59.51217101077724,59.89605994259584,58.31368561709963,58.706939697265625,7690800,ORCL
2021-02-12,58.3511428341011,59.100194021159574,58.341781256906906,59.062744140625,6663400,ORCL
2021-02-16,59.09084006333467,59.23128516990383,58.145159915680985,58.182613372802734,7526000,ORCL
2021-02-17,57.892351478253865,58.19197195790899,57.45228233611634,58.13579177856445,6244500,ORCL
2021-02-18,57.87361373164047,58.248137474014456,57.73316509590198,58.1170539855957,6262400,ORCL
2021-02-19,58.294960227476025,58.3885938543068,57.19011200493415,57.2369270324707,10905100,ORCL
2021-02-22,58.84739460377463,60.832384917506594,58.31369535509186,60.345497131347656,20940300,ORCL
2021-02-23,60.31739656975883,61.06645125310955,59.9709646721089,60.392303466796875,18175400,ORCL
2021-02-24,60.38294549979142,61.00091675857483,59.99906010796914,60.57957077026367,10609300,ORCL
2021-02-25,60.52339379622657,62.13385654674566,60.46721718886474,61.14136505126953,15356100,ORCL
2021-02-26,61.36607163046816,62.05894256852328,60.392303400585774,60.401668548583984,20512600,ORCL
2021-03-01,60.81365392348471,62.480300556370715,60.64511694458685,61.95595932006836,11758900,ORCL
2021-03-02,61.93722658853575,63.126343263272496,61.796777937248066,62.41474914550781,13282000,ORCL
2021-03-03,62.03085540319825,63.23870235053516,61.98403680586531,62.648826599121094,15827600,ORCL
2021-03-04,62.43347821515019,63.02335403423926,61.15072422231936,61.43162155151367,19951100,ORCL
2021-03-05,63.02336779869235,67.15252086468016,63.02336779869235,65.51396942138672,34211500,ORCL
2021-03-08,65.98210179450584,68.29480037764574,65.63566276419049,67.5644760131836,23300500,ORCL
2021-03-09,67.78918722399689,68.55696500941849,67.41465990692222,68.01390075683594,17296400,ORCL
2021-03-10,68.81915066815911,68.93151103683424,66.94652071800513,67.52703857421875,21378600,ORCL
2021-03-11,63.34170270549767,63.76304154172865,61.26308254059158,63.11698913574219,38095400,ORCL
2021-03-12,62.695644417302255,63.54769439935314,62.21812182138895,62.882911682128906,11606300,ORCL
2021-03-15,62.686271560626054,63.463414541193096,62.639460107811864,63.416603088378906,8919600,ORCL
2021-03-16,63.6694188409871,63.73496060405334,62.433483349226236,62.592655181884766,14512500,ORCL
2021-03-17,62.54583378855169,62.59264524415745,61.946592866081815,62.002769470214844,11892400,ORCL
2021-03-18,62.23685645996143,62.74246739498057,61.881052203735244,62.48965835571289,13750300,ORCL
2021-03-19,62.5364755715831,62.57392902632822,61.75933245853287,62.04022979736328,30963600,ORCL
2021-03-22,62.00276734837971,62.283657502947605,61.66569344808621,62.096397399902344,10263700,ORCL
2021-03-23,62.10577348212152,63.613241150632234,62.10577348212152,62.985904693603516,12390100,ORCL
2021-03-24,62.836095871897676,63.11699320986027,62.48965677421261,62.57392883300781,11391100,ORCL
2021-03-25,62.695626015456845,64.35290689104313,62.50836594910878,64.25926971435547,14844700,ORCL
2021-03-26,64.20312114446291,65.88849105122598,63.93158892928905,65.77613067626953,12617000,ORCL
2021-03-29,65.73866679387591,67.72365690891608,65.70121334149603,66.6000747680664,15183700,ORCL
2021-03-30,66.31917381649026,66.52516419935728,65.49521228502219,66.0570068359375,12000200,ORCL
2021-03-31,66.19746342680108,66.57199083165257,65.45778091020239,65.70121765136719,9971700,ORCL
2021-04-01,65.97276191651605,67.25551619127657,65.85104352365512,67.23678588867188,13228700,ORCL
2021-04-05,67.59256212461273,70.12997416616984,67.47083663879994,69.43710327148438,25010200,ORCL
2021-04-06,68.93150488041005,69.89590807564376,68.50080088756371,69.54946899414062,14699800,ORCL
2021-04-07,69.2109275826994,69.75634151692758,69.06987126530626,69.65290069580078,12356800,ORCL
2021-04-08,69.84098449109335,71.02584774183691,69.72814515492406,70.79075622558594,13507700,ORCL
2021-04-09,70.85658860337514,71.17631682794458,70.43342670184808,71.0728759765625,13285700,ORCL
2021-04-12,70.76254455032027,71.64649092423947,70.71552337852407,71.5806655883789,10634900,ORCL
2021-04-13,71.6182807309744,72.41759042652778,71.37378355282537,72.09786224365234,13142400,ORCL
2021-04-14,72.44581145629486,72.74672834728408,71.94741852819627,72.23892974853516,12730700,ORCL
2021-04-15,72.40818098338598,73.8657511326909,72.248320487492,73.62125396728516,13604200,ORCL
2021-04-16,73.64005631088612,74.60863210544943,73.21689449705147,74.24188995361328,13334100,ORCL
2021-04-19,74.1102297743812,75.42674338917011,73.66825668036287,74.0538101196289,19967200,ORCL
2021-04-20,74.00680414091647,74.68386883453826,73.95979014378487,74.51460266113281,12562300,ORCL
2021-04-21,74.09142419477485,74.60862109374672,71.96619542195033,72.08844757080078,18672800,ORCL
2021-04-22,71.5712643560567,71.91920239541717,70.29236588769129,70.40521240234375,16769300,ORCL
2021-04-23,69.85978792175464,70.52744689139577,69.44602460417646,70.49923706054688,10664700,ORCL
2021-04-26,70.49925475348812,70.56508010012979,69.77516876600508,70.05728149414062,9402200,ORCL
2021-04-27,69.95383129395148,70.93181286657236,69.79397078409461,70.73433685302734,9300200,ORCL
2021-04-28,70.6779065386736,70.7813401902064,70.20772357502969,70.3111572265625,6107800,ORCL
2021-04-29,70.88478132394238,71.37377562593193,70.1889125435663,71.34556579589844,7940400,ORCL
2021-04-30,71.05405262918065,71.39258496296773,70.70612180098291,71.27033996582031,7825300,ORCL
2021-05-03,71.73113372277513,72.85957748528033,71.54306334957002,72.71852111816406,15319600,ORCL
2021-05-04,72.47400562029053,74.0067995812746,72.3423549573556,73.84693908691406,15316500,ORCL
2021-05-05,74.26070104343343,75.06941634336107,73.7434968954252,74.46758270263672,12271900,ORCL
2021-05-06,74.45818429393238,75.19166866667912,73.87515475882475,74.98478698730469,14089700,ORCL
2021-05-07,75.05061091201365,75.73708127389362,73.89396470734235,75.60543060302734,14073400,ORCL
2021-05-10,74.07262123403284,75.90633910428272,73.91276074761153,75.37033081054688,17356700,ORCL
2021-05-11,74.99418119973477,75.13523752088837,72.6432664285832,73.0570297241211,12980400,ORCL
2021-05-12,72.94419559173843,73.52722513656275,71.9662140203027,72.173095703125,12302600,ORCL
2021-05-13,72.90657786338753,73.76231440269032,72.2953385030889,73.4802017211914,11399300,ORCL
2021-05-14,73.46139949796013,74.33594022440336,73.46139949796013,74.18547821044922,9033400,ORCL
2021-05-17,74.17607348115001,74.78731286534465,74.14786364678199,74.36415100097656,6637900,ORCL
2021-05-18,74.27950385481022,74.73088266435472,73.71528572369668,73.99739837646484,6643100,ORCL
2021-05-19,73.16987011093906,74.07262053532493,72.92538013675009,74.0444107055664,8165000,ORCL
2021-05-20,74.24189968914018,74.58983772407714,73.98800400243,74.02561950683594,8802700,ORCL
2021-05-21,74.4675777711198,75.08821553320585,74.27010179343687,74.3171157836914,8629000,ORCL
2021-05-24,74.74969633404106,75.11643852463267,74.42056964689776,74.64625549316406,7044700,ORCL
2021-05-25,74.86254322278128,74.92836856054267,73.95979265872941,74.12905883789062,7160600,ORCL
2021-05-26,73.9033660283227,74.63685758974381,73.86575769899996,74.53341674804688,12851100,ORCL
2021-05-27,74.75909825544986,75.27630243390469,74.13845324130405,74.27011108398438,12867800,ORCL
2021-05-28,74.24188668829869,74.62744016012552,73.97858537798898,74.0444107055664,6929700,ORCL
2021-06-01,74.83431869257079,75.06941016332573,73.79991765613356,74.82491302490234,10485300,ORCL
2021-06-02,74.94716126601116,76.1038145091688,74.7684966190753,75.48316955566406,12249300,ORCL
2021-06-03,75.04119917469178,76.60220278567358,74.90014285953492,76.25426483154297,12038700,ORCL
2021-06-04,76.56460588021464,78.95313662703688,76.51759188002865,77.94694519042969,14502900,ORCL
2021-06-07,77.99394507299455,79.22582202769922,77.90930841668688,78.93431091308594,10445600,ORCL
2021-06-08,79.01894761332794,79.95931353932147,78.99073778345576,79.56436157226562,10726800,ORCL
