symbol,date,close,signal
AAPL,2025-12-01,283.1000061035156,HOLD
TSLA,2025-12-01,430.1400146484375,HOLD
MSFT,2025-12-01,486.739990234375,HOLD
BTC-USD,2025-12-01,86321.5703125,HOLD
GOOGL,2025-12-01,314.8900146484375,HOLD
