date,Open,High,Low,Close,Volume,symbol,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower,Bollinger_%B,Bollinger_Width,RSI_14,MACD,MACD_Signal,MACD_Diff,Return,Return_next,Close_next
2025-06-05,20.270000457763672,20.549999237060547,19.850000381469727,19.989999771118164,72458400,INTC,20.84099988937378,22.444893953530794,19.237105825216766,0.23470812777685213,3.2077881283140286,45.56188169358441,-0.07809103471934975,0.044580731467060146,-0.1226717661864099,-0.012839517475646267,0.0035017356491096052,20.059999465942383
2025-06-06,20.170000076293945,20.440000534057617,20.030000686645508,20.059999465942383,70072800,INTC,20.793999862670898,22.431246418398526,19.15675330694327,0.2758430475358951,3.274493111455257,46.42196874783666,-0.09192540892848555,0.017279503387951003,-0.10920491231643656,0.0035017356491096052,0.02093719279539452,20.479999542236328
2025-06-09,20.219999313354492,20.959999084472656,20.219999313354492,20.479999542236328,92893900,INTC,20.74699983596802,22.363503551075745,19.130496120860293,0.417414265356669,3.2330074302154514,51.38500510095257,-0.06821244350274824,0.0001811140098111532,-0.06839355751255939,0.02093719279539452,0.07812502037268176,22.079999923706055
2025-06-10,20.5,22.440000534057617,20.280000686645508,22.079999923706055,171457000,INTC,20.74199981689453,22.341269662175847,19.142729971613214,0.9183159304726858,3.198539690562633,64.77246896451737,0.07877879851218239,0.0159006509102854,0.06287814760189699,0.07812502037268176,-0.06340578004382924,20.68000030517578
2025-06-11,21.780000686645508,21.829999923706055,20.3799991607666,20.68000030517578,146784500,INTC,20.647999858856203,22.012574632433793,19.283425085278612,0.5117254279278816,2.729149547155181,51.42753839373355,0.08136423167801965,0.02899336706383225,0.0523708646141874,-0.06340578004382924,0.004352038262076974,20.770000457763672
2025-06-12,20.5,20.979999542236328,20.40999984741211,20.770000457763672,78175900,INTC,20.6104998588562,21.9171517379013,19.303847979811103,0.561034083165301,2.613303758090197,52.11060837319118,0.08964212759356016,0.04112311916977783,0.04851900842378233,0.004352038262076974,-0.03033226067550443,20.139999389648438
2025-06-13,20.329999923706055,20.600000381469727,20.100000381469727,20.139999389648438,87655900,INTC,20.539999866485594,21.787076632082133,19.292923100889055,0.339624757724591,2.494153531193078,47.11574231881716,0.04484960041171604,0.041868415418165474,0.002981184993550566,-0.03033226067550443,0.029791479625273176,20.739999771118164
2025-06-16,20.40999984741211,20.93000030517578,20.299999237060547,20.739999771118164,86745100,INTC,20.493999862670897,21.6358652044702,19.352134520871594,0.607718440801273,2.2837306835986055,51.849375010747025,0.05710791182054464,0.04491631469864131,0.012191597121903333,0.029791479625273176,0.0028929347446733367,20.799999237060547
2025-06-17,20.6299991607666,21.479999542236328,20.6200008392334,20.799999237060547,87512200,INTC,20.464999866485595,21.543063237474332,19.386936495496858,0.6553709084224381,2.1561267419774737,52.30908541793293,0.07084748172519184,0.05010254810395142,0.02074493362124042,0.0028929347446733367,0.03317310381570615,21.489999771118164
2025-06-18,20.809999465942383,21.600000381469727,20.65999984741211,21.489999771118164,94200600,INTC,20.47599983215332,21.590565400164724,19.361434264141916,0.9548857277073487,2.229131136022808,57.351856600909755,0.13584750095736098,0.06725153867463333,0.06859596228272764,0.03317310381570615,-0.019078634331264,21.079999923706055
2025-06-20,21.700000762939453,21.889999389648438,20.8799991607666,21.079999923706055,133472800,INTC,20.49549980163574,21.637664138407537,19.353335464863946,0.7558739155358063,2.284328673543591,53.717180053989615,0.15251878174789368,0.08430498728928541,0.06821379445860827,-0.019078634331264,0.00521824529173065,21.190000534057617
2025-06-23,21.06999969482422,21.579999923706055,20.729999542236328,21.190000534057617,81461000,INTC,20.527499866485595,21.70915784211406,19.34584189085713,0.7803267448094154,2.3633159512569293,54.549429866041,0.17261719821584265,0.10196742947459686,0.07064976874124579,0.00521824529173065,0.06418115472989605,22.549999237060547
2025-06-24,21.34000015258789,22.690000534057617,21.329999923706055,22.549999237060547,130368700,INTC,20.652499866485595,22.103814767512016,19.201184965459174,1.153717318423787,2.902629802052843,63.329187200019895,0.29488659827254793,0.1405512632341871,0.15433533503836083,0.06418115472989605,-0.015520997160207273,22.200000762939453
2025-06-25,22.579999923706055,22.770000457763672,22.1299991607666,22.200000762939453,64975100,INTC,20.73499994277954,22.333730820909413,19.13626906464967,0.9581761821832104,3.1974617562597416,60.111012892564545,0.3594010750449499,0.18432122559633968,0.17507984944861021,-0.015520997160207273,0.013513478682458668,22.5
2025-06-26,22.399999618530273,22.6200008392334,22.209999084472656,22.5,63229300,INTC,20.841499900817873,22.604160284362308,19.078839517273437,0.9704536718091836,3.5253207670888713,61.89827783901923,0.42978242960314716,0.2334134663977012,0.19636896320544597,0.013513478682458668,0.008444468180338616,22.690000534057617
2025-06-27,22.709999084472656,23.3799991607666,22.420000076293945,22.690000534057617,95542400,INTC,20.96349992752075,22.876835259693095,19.050164595348406,0.9511756453524142,3.8266706643446895,63.0281428258794,0.49518344880173615,0.2857674628785082,0.20941598592322797,0.008444468180338616,-0.012781000824220068,22.399999618530273
2025-06-30,22.969999313354492,22.969999313354492,22.270000457763672,22.399999618530273,77102400,INTC,21.10599994659424,23.00145147688012,19.210548416308356,0.8413433821071824,3.7909030605717646,60.09875642544911,0.5176464711653814,0.33214326453588283,0.1855032066294986,-0.012781000824220068,0.020089320116201792,22.850000381469727
2025-07-01,22.329999923706055,23.15999984741211,22.280000686645508,22.850000381469727,79094900,INTC,21.261499977111818,23.193113725558515,19.32988622866512,0.9111847944847405,3.863227496893394,62.97444770526779,0.5652440968851664,0.3787634310057396,0.1864806658794268,0.020089320116201792,-0.04245081857809285,21.8799991607666
2025-07-02,22.530000686645508,22.770000457763672,21.520000457763672,21.8799991607666,138245300,INTC,21.34099988937378,23.236678367305654,19.445321411441906,0.6421652663327309,3.7913569558637477,53.94874739990136,0.5187151410609907,0.4067537730167899,0.11196136804420082,-0.04245081857809285,0.02787937082947267,22.489999771118164
2025-07-03,22.149999618530273,22.6299991607666,21.989999771118164,22.489999771118164,61176000,INTC,21.452999877929688,23.342286752884107,19.56371300297527,0.7744421471761653,3.778573749908837,58.02319377349364,0.5250105646335008,0.43040513134013214,0.09460543329336868,0.02787937082947267,-0.021787451138502223,22.0
2025-07-07,22.209999084472656,22.389999389648438,21.860000610351562,22.0,80725200,INTC,21.55349988937378,23.331355859602212,19.775643919145345,0.6255726330206748,3.5557119404568667,53.89794930035959,0.4848715493417579,0.44129841494045735,0.04357313440130056,-0.021787451138502223,0.07227273420854052,23.59000015258789
2025-07-08,22.18000030517578,23.790000915527344,22.1299991607666,23.59000015258789,119545500,INTC,21.729999923706053,23.579194549443436,19.88080529796867,1.0029217052099495,3.698389251474765,63.07248536553945,0.5747356201960692,0.4679858559915797,0.10674976420448945,0.07227273420854052,-0.006358610324714964,23.440000534057617
2025-07-09,23.290000915527344,23.530000686645508,23.1299991607666,23.440000534057617,70247700,INTC,21.87799997329712,23.776479610239758,19.97952033635448,0.9113819633261869,3.796959273885278,61.82254746514659,0.6266264683023444,0.49971397845373267,0.1269124898486117,-0.006358610324714964,0.01621156792272571,23.81999969482422
2025-07-10,23.6299991607666,24.040000915527344,23.479999542236328,23.81999969482422,54599800,INTC,21.964999961853028,24.04347553966004,19.886524384046016,0.9462404448669035,4.156951155614024,63.78078209581294,0.6904539721698129,0.5378619771969487,0.15259199497286413,0.01621156792272571,-0.0163727705560458,23.43000030517578
2025-07-11,23.559999465942383,23.65999984741211,23.15999984741211,23.43000030517578,49367900,INTC,22.102499961853027,24.186591155921857,20.018408767784198,0.8184842263862355,4.168182388137659,60.35889978351523,0.70148179201232,0.570585940160023,0.13089585185229702,-0.0163727705560458,-0.005548487683396108,23.299999237060547
2025-07-14,23.239999771118164,23.399999618530273,22.8799991607666,23.299999237060547,48420500,INTC,22.228999900817872,24.281100552371704,20.17689924926404,0.760951950731979,4.104201303107665,59.2183887481382,0.6917572717314471,0.5948202064743078,0.0969370652571393,-0.005548487683396108,-0.016308977390959822,22.920000076293945
