date,Open,High,Low,Close,Volume,symbol,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower,Bollinger_%B,Bollinger_Width,RSI_14,MACD,MACD_Signal,MACD_Diff,Return,Return_next,Close_next
2025-06-23,302.4599914550781,311.71099853515625,298.42999267578125,310.4599914550781,3054900,ZS,290.6539985656738,329.7416916924233,251.56630543892436,0.753353310275686,78.17538625349891,80.13073766547122,14.83038803584816,15.696065854519418,-0.8656778186712586,0.024823360906674585,-0.006442053904035405,308.4599914550781
2025-06-24,311.8800048828125,314.6400146484375,306.3500061035156,308.4599914550781,2257100,ZS,293.37199783325195,329.35073429616176,257.39326137034215,0.709679314855599,71.95747292581962,76.62442110738797,14.417612166243885,15.440375116864312,-1.022762950620427,-0.006442053904035405,0.011411591871753668,311.9800109863281
2025-06-25,310.92999267578125,316.44000244140625,310.9129943847656,311.9800109863281,2047200,ZS,296.1059989929199,328.87159187836926,263.3404061074706,0.7422359950711832,65.53118577089867,78.41465866277213,14.210708274702085,15.194441748431867,-0.9837334737297816,0.011411591871753668,0.005993958110570796,313.8500061035156
2025-06-26,314.3299865722656,317.17999267578125,311.6619873046875,313.8500061035156,1878600,ZS,299.11599960327146,326.31546920023607,271.91653000630686,0.7708509893495946,54.39893919392921,79.3207323640643,14.035832092390024,14.9627198172235,-0.9268877248334757,0.005993958110570796,0.004683769928678139,315.32000732421875
2025-06-27,314.7049865722656,317.260009765625,312.54998779296875,315.32000732421875,2548900,ZS,302.32649993896484,319.3611904884498,285.2918093894799,0.8813837224547287,34.06938109896987,80.03036982421132,13.856133390607454,14.741402531900292,-0.885269141292838,0.004683769928678139,-0.004376521789794197,313.94000244140625
2025-06-30,306.5849914550781,314.3299865722656,306.1099853515625,313.94000244140625,2523100,ZS,304.2384994506836,316.9167655731683,291.56023332819893,0.8826036974218898,25.356532244969344,77.34692874704504,13.447353295817152,14.482592684683663,-1.0352393888665112,-0.004376521789794197,-0.021086816161387523,307.32000732421875
2025-07-01,314.5,316.82000732421875,301.8500061035156,307.32000732421875,4228500,ZS,304.9455001831055,316.6151212337987,293.2758791324123,0.6017388281418196,23.33924210138639,65.92702490910784,12.445747020797626,14.075223551906456,-1.6294765311088302,-0.021086816161387523,0.006540346219393367,309.3299865722656
2025-07-02,307.0799865722656,312.4549865722656,305.5299987792969,309.3299865722656,1632800,ZS,305.6604995727539,316.5378370006152,294.78316214489263,0.6686757914723079,21.754674855722556,67.49620238750018,11.679521109776942,13.596083063480554,-1.9165619537036118,0.006540346219393367,0.017586405061105648,314.7699890136719
2025-07-03,310.489990234375,316.45001220703125,308.1050109863281,314.7699890136719,1367900,ZS,306.5564987182617,317.3350335066775,295.7779639298459,0.8810114480605279,21.557069576831623,71.3428875536915,11.380062016869772,13.152878854158399,-1.7728168372886266,0.017586405061105648,0.0021603812850463644,315.45001220703125
2025-07-07,312.8599853515625,316.0150146484375,309.677001953125,315.45001220703125,1733400,ZS,307.28499908447264,318.39483081285715,296.17516735608814,0.8674679024029597,22.219663456769013,71.79228414284938,11.070002617431385,12.736303606812996,-1.666300989381611,0.0021603812850463644,-0.009541954823731325,312.44000244140625
