symbol,date,close,signal
AAPL,2025-11-28,278.8500061035156,HOLD
TSLA,2025-11-28,430.1700134277344,HOLD
MSFT,2025-11-28,492.010009765625,HOLD
BTC-USD,2025-11-30,90394.3125,HOLD
GOOGL,2025-11-28,320.17999267578125,HOLD
