date,Open,High,Low,Close,Volume,symbol
2021-01-29,93.44423980745923,94.28370229145557,92.41823630773705,92.58146667480469,12369473,IBM
2021-02-01,93.19551310024933,94.01165251904442,92.28610007333995,93.6929702758789,6538023,IBM
2021-02-02,92.77578102207724,94.05051614350086,92.71359655166401,92.83795928955078,6633627,IBM
2021-02-03,92.52706417684422,93.11779503018407,91.81197056568038,92.58924865722656,7024308,IBM
2021-02-04,93.20329873809472,94.12825646506022,92.39493148724206,94.06607818603516,4771957,IBM
2021-02-05,94.050533576073,94.68012586857775,93.6774390903187,94.66458129882812,4775722,IBM
2021-02-08,95.3097178095179,96.3668167809422,95.13871513702115,96.0792236328125,6158848,IBM
2021-02-09,96.01619978496257,96.56756126638577,95.34668357782185,96.1737289428711,4933982,IBM
2021-02-10,96.90625729032256,97.20557589982937,95.47271110854003,96.28400421142578,5090673,IBM
2021-02-11,96.09495429654469,96.26036587196678,95.01585984226814,95.23640441894531,5629154,IBM
2021-02-12,95.30730045440994,95.59085418865467,94.5905211179067,95.14976501464844,4049275,IBM
2021-02-16,94.63779876792312,94.99224413296407,94.0155456285761,94.57478332519531,6945231,IBM
2021-02-17,93.94465722890394,94.96074277666007,93.74774103525631,94.49602508544922,4141219,IBM
2021-02-18,94.91347740792952,95.26004660908268,94.28334187318751,95.09463500976562,5646413,IBM
2021-02-19,95.11039523530178,95.11827137961274,93.24362960284527,93.72410583496094,6881320,IBM
2021-02-22,93.33813850345935,95.4096962129288,93.29088164322208,95.197021484375,6149643,IBM
2021-02-23,95.2442766198453,95.58296961387907,94.36209206382155,95.07886505126953,4739740,IBM
2021-02-24,95.14975720301929,97.26857160747102,94.92921263412249,97.04802703857422,6087720,IBM
2021-02-25,97.17404573198112,97.94595796226706,96.36275279028379,96.46514892578125,5953623,IBM
2021-02-26,96.29186936744851,96.29186936744851,93.63744576230891,93.67682647705078,9467346,IBM
2021-03-01,94.79533528256907,96.34703646455223,94.40938530920893,95.10252380371094,5977367,IBM
2021-03-02,95.1024969949648,96.01619244143421,94.72442327340289,94.77955627441406,4732418,IBM
2021-03-03,94.91346650121766,96.59118559080301,94.50388190790774,96.3785171508789,7744898,IBM
2021-03-04,96.09496428544554,97.0559166940648,93.54293653064954,94.60628509521484,8439651,IBM
2021-03-05,95.0237510627409,97.47338279563951,94.7165625780928,96.74873352050781,7268968,IBM
2021-03-08,96.87475757924354,99.91513783176802,96.78811370674558,98.30830383300781,7572203,IBM
2021-03-09,98.77301748027087,99.58431053935642,97.79631283766793,97.81206512451172,5867014,IBM
2021-03-10,98.49733328041475,101.00998016948964,98.15076411350006,100.71854400634766,7581199,IBM
2021-03-11,100.89183231525125,101.32505163368185,99.85999466611689,100.1435546875,5383657,IBM
2021-03-12,100.18293130046548,100.5688874566062,99.72608985625455,100.51374816894531,4194565,IBM
2021-03-15,100.63979609787049,101.41170225522994,100.45863220375514,101.27780151367188,3577948,IBM
2021-03-16,101.04149773894714,101.23053776466497,100.30108992391409,101.0099868774414,4867247,IBM
2021-03-17,101.18326109347777,101.99455409536425,100.4192249487909,101.63223266601562,4488804,IBM
2021-03-18,101.56135019847983,103.18393634770354,100.65553711516753,102.44353485107422,6104142,IBM
2021-03-19,102.4120322587855,102.74285545885914,101.2384176275989,101.52985382080078,10297870,IBM
2021-03-22,101.21477305344912,102.96339004239039,100.73430316019967,102.82948303222656,4356485,IBM
2021-03-23,102.74285366888873,103.62503209150427,102.23874901918158,102.75860595703125,4556794,IBM
2021-03-24,103.14456755071782,104.05825688320189,102.8452552028784,102.88463592529297,4189230,IBM
2021-03-25,102.65619688341903,104.94829909386732,102.21510144177483,104.81439208984375,5809484,IBM
2021-03-26,104.98769927420804,107.50034652841425,104.85379853118746,107.42158508300781,5823710,IBM
2021-03-29,107.10650713649483,107.96506340760743,106.73630950986467,107.01199340820312,4835344,IBM
2021-03-30,107.01197202832778,107.33491272629189,105.56266124414465,106.11402893066406,5010758,IBM
2021-03-31,105.97226857462655,106.10618188255891,104.53084619470287,104.96406555175781,5172575,IBM
2021-04-01,105.35790441145372,105.49179887017033,104.18428343156918,104.94043731689453,4261404,IBM
2021-04-05,105.26337201625881,107.66574042021041,105.07433199569188,107.0671157836914,5722980,IBM
2021-04-06,106.79143325952941,106.83870269401791,105.6178186884551,105.72021484375,3787566,IBM
2021-04-07,105.42089195814114,106.28732426234036,105.37363510004606,106.2794418334961,3112896,IBM
2021-04-08,105.99590356663091,106.83082513466326,105.67296279841364,106.42912292480469,4275211,IBM
2021-04-09,106.2322006184595,106.9174691625455,106.10618231164929,106.90959930419922,3162999,IBM
2021-04-12,106.35035077733137,106.62603468540053,105.42878532149619,106.01165771484375,3926684,IBM
2021-04-13,104.7592665413762,105.24761887624655,102.69558490509559,103.32571411132812,8403041,IBM
2021-04-14,103.42812188058345,104.58599055576012,102.80586874810588,104.46784210205078,6137928,IBM
2021-04-15,104.97981168138641,105.44453558775338,104.14489016449113,104.4284439086914,4062664,IBM
2021-04-16,104.75926614827306,105.62569851796326,104.71987914438824,105.22398376464844,5535223,IBM
2021-04-19,105.23186404890296,105.40515178682529,104.42844708231843,104.85379028320312,8575736,IBM
2021-04-20,107.96505978552285,110.09174431732308,107.67362360891308,108.82361602783203,16192708,IBM
2021-04-21,108.74481947826919,113.21087492682598,108.4691356463225,113.069091796875,12456814,IBM
2021-04-22,113.18727569637689,114.0064450210536,111.0605909387198,111.28113555908203,7428064,IBM
