symbol,date,close,signal
AAPL,2025-11-26,277.54998779296875,HOLD
TSLA,2025-11-26,426.5799865722656,HOLD
MSFT,2025-11-26,485.5,HOLD
BTC-USD,2025-11-29,90851.7578125,HOLD
GOOGL,2025-11-26,319.95001220703125,HOLD
