date,Open,High,Low,Close,Volume,symbol,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower,Bollinger_%B,Bollinger_Width,RSI_14,MACD,MACD_Signal,MACD_Diff,Return,Return_next,Close_next
2025-03-03,396.693360360252,396.693360360252,384.1008642400347,386.4184265136719,23007700,MSFT,404.4481903076172,419.1981481801195,389.6982324351149,-0.11118017928571257,29.499915745004614,32.082838084997775,-6.811865029970932,-5.088644614385371,-1.7232204155855602,-0.021411134937069587,0.00030887307606852765,386.53778076171875
2025-03-04,381.3555708063787,390.48661254503907,378.9683745181786,386.53778076171875,29342900,MSFT,403.37953186035156,419.9551629862442,386.8039007344589,-0.00802744615631761,33.15126225178528,32.225709964358174,-7.348213494769084,-5.540558390462114,-1.8076551043069697,0.00030887307606852765,0.03193429374699486,398.881591796875
2025-03-05,387.26388146240924,399.52815002362524,386.7367088462604,398.881591796875,23433100,MSFT,402.8560958862305,419.3051644900946,386.40702728236636,0.3791875641997803,32.89813720772827,45.090693955766596,-6.699997725128242,-5.77244625739534,-0.9275514677329015,0.03193429374699486,-0.010298570404677632,394.773681640625
2025-03-06,392.17758313531544,400.00561314926756,390.586108729763,394.773681640625,23304600,MSFT,402.0815994262695,418.5212863855329,385.64191246700614,0.27773549448498847,32.87937391852677,42.21856400446263,-6.443479653399606,-5.906652936596194,-0.5368267168034127,-0.010298570404677632,-0.00902021530087016,391.2127380371094
2025-03-07,390.2280267594304,392.6947831487431,383.4841811851977,391.2127380371094,22034100,MSFT,401.00348510742185,417.3243474426663,384.6826227721774,0.2000542352112843,32.641724670488884,39.84902578821586,-6.45313786581977,-6.015949922440909,-0.43718794337886013,-0.00902021530087016,-0.03343414779278586,378.13287353515625
2025-03-10,383.7825787420743,384.3395902213564,375.20854809150063,378.13287353515625,32840100,MSFT,399.5726547241211,418.44568112528174,380.69962832296045,-0.06800061456085155,37.74605280232129,32.60926655216966,-7.43057280316151,-6.29887449858503,-1.1316983045764806,-0.03343414779278586,0.0007628327728841366,378.42132568359375
2025-03-11,376.9790454259089,383.9417190881288,374.900193646485,378.42132568359375,30380200,MSFT,398.03365020751954,418.4701401498948,377.5971602651443,0.02016406488524609,40.87297988475052,32.89879547046543,-8.08868008635261,-6.656835616138546,-1.431844470214065,0.0007628327728841366,0.007412272955643173,381.2262878417969
2025-03-12,380.9080172396425,383.1659020465141,376.92934634163805,381.2262878417969,24253600,MSFT,396.6736083984375,417.77204181471535,375.5751749821597,0.1339225701771119,42.196866832555656,35.78779365727465,-8.288354850177313,-6.9831394629462995,-1.305215387231014,0.007412272955643173,-0.011741092695714661,376.7502746582031
2025-03-13,381.11688044146297,383.2653663209318,375.4373363609022,376.7502746582031,20473000,MSFT,395.20888671875,417.53346056008826,372.8843128774118,0.08658534331420847,44.64914768267647,33.32231550200936,-8.707401886620914,-7.327991947681222,-1.379409938939692,-0.011741092695714661,0.025846810536725773,386.4880676269531
2025-03-14,377.7548866940246,388.1491759928466,377.48633735073093,386.4880676269531,19952800,MSFT,394.15660552978517,416.0378255461401,372.27538551343025,0.3247689594752883,43.76244003270983,42.588831572561894,-8.159681443175089,-7.494329846779996,-0.6653515963950927,0.025846810536725773,0.00036037911187714045,386.6273498535156
