symbol,date,close,signal
AAPL,2025-11-25,276.9700012207031,HOLD
TSLA,2025-11-25,419.3999938964844,HOLD
MSFT,2025-11-25,476.989990234375,HOLD
BTC-USD,2025-11-25,87341.890625,HOLD
GOOGL,2025-11-25,323.44000244140625,HOLD
