symbol,date,close,signal
AAPL,2025-11-21,271.489990234375,HOLD
TSLA,2025-11-21,391.0899963378906,HOLD
MSFT,2025-11-21,472.1199951171875,HOLD
BTC-USD,2025-11-23,86805.0078125,HOLD
GOOGL,2025-11-21,299.6600036621094,HOLD
