date,Open,High,Low,Close,Volume,symbol,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower,Bollinger_%B,Bollinger_Width,RSI_14,MACD,MACD_Signal,MACD_Diff,Return,Return_next,Close_next
2025-07-25,715.2401874661052,718.9614892126135,710.2319910963464,711.0101318359375,8271700,META,715.2611846923828,735.0837069022011,695.4386624825645,0.39277215050010844,39.64504441963663,51.05544846857758,0.9516307265280375,1.87392171520222,-0.9222909886741826,-0.0029659759236772,0.006945718972735548,715.9486083984375
2025-07-28,713.5243091595448,723.0419351595109,711.0101939967738,715.9486083984375,8715700,META,714.4630615234375,732.7670268498211,696.1590961970539,0.5405799193920747,36.60793065276721,53.991829670895605,1.3178435433046616,1.7627060808227086,-0.44486253751804705,0.006945718972735548,-0.02456704980058999,698.35986328125
2025-07-29,718.3130022321428,722.7724995594365,698.270047363426,698.35986328125,13267000,META,712.5630187988281,729.1929804982697,695.9330570993866,0.07296487585852073,33.259923398883075,43.89188761756339,0.18665347823093725,1.4474955603043544,-1.2608420820734172,-0.02456704980058999,-0.006842815301756788,693.5811157226562
2025-07-30,706.4309422136296,706.8399547738821,689.5805015781577,693.5811157226562,27077300,META,711.36533203125,729.7483817617947,692.9822823007053,0.016287651688065174,36.766099461089425,41.61418934228523,-1.082944280882657,0.9414075920669522,-2.0243518729496093,-0.006842815301756788,0.11252712930803033,771.6278076171875
2025-07-31,773.3836936232736,782.9113054874113,763.7163951695271,771.6278076171875,38831100,META,714.3518188476562,746.4223120447242,682.2813256505882,1.3929701894133588,64.14098639413601,69.47496485392307,4.1606447972204705,1.585255033097656,2.5753897641228143,0.11252712930803033,-0.03029318125190328,748.2527465820312
2025-08-01,758.9476005405788,764.2052724882252,743.5637464392476,748.2527465820312,19028700,META,715.8981872558594,751.2116079600938,680.584766551625,0.9581057099672621,70.62684140846886,60.20826796681328,6.356777869314783,2.5395596003410814,3.8172182689737015,-0.03029318125190328,0.03514616938402959,774.5509643554688
2025-08-04,758.2193240496142,775.029820232538,756.6330226185955,774.5509643554688,15801700,META,718.7923919677735,762.397936062618,675.186847872929,1.1393518707898387,87.21108818968901,65.74418061952652,10.102816561636473,4.05221099260016,6.050605569036313,0.03514616938402959,-0.016628680790430894,761.6712036132812
2025-08-05,774.6307577641016,781.2950989411861,761.212259491104,761.6712036132812,11640300,META,720.9268829345704,768.3708564514002,673.4829094177405,0.9293940584915136,94.88794703365966,61.249825326652804,11.895170046994622,5.620802803479053,6.274367243515568,-0.016628680790430894,0.01117281279015736,770.1812133789062
2025-08-06,768.1958857027562,771.827371776558,758.6782598971715,770.1812133789062,9733900,META,722.8827880859375,774.8469830231752,670.9185931486998,0.9551059181239673,103.92838987447544,63.04730168689409,13.84273928267271,7.265190099317785,6.577549183354925,0.01117281279015736,-0.013160838375011474,760.0449829101562
2025-08-07,771.6776357205837,773.1841074016191,757.7702959207965,760.0449829101562,9019700,META,724.6082366943359,779.0432134153033,670.1732599733685,0.8254961088480703,108.86995344193474,59.506627521341976,14.402272415310108,8.69260656251625,5.709665852793858,-0.013160838375011474,0.00980544027151975,767.49755859375
2025-08-08,760.9629170758883,768.0961893607639,756.8027042152274,767.49755859375,7320800,META,727.1916687011719,784.541068939818,669.8422684625258,0.851406376743737,114.69880047729225,61.23057267842473,15.271032076149709,10.008291665242943,5.2627404109067655,0.00980544027151975,-0.004458642287517467,764.0755615234375
